message,Retweets,Favourites,Datetime,Label
https://t.co/vU4ixO7p6p,3684,16332,20-01-2019 06:53,Imran Khan
"While the CTD has done a great job in fight against terrorism, everyone must be accountable before the law. As soon as JIT report comes, swift action will be taken. The govt's priority is protection of all its citizens. https://t.co/Vek2YHLmKQ",3570,13803,20-01-2019 05:45,Imran Khan
Still shocked at seeing the traumatized children who saw their parents shot before their eyes. Any parent would be shocked as they would think of their own children in such a traumatic situation. These children will now be fully looked after by the state as its responsibility.,6336,29792,20-01-2019 05:41,Imran Khan
3/3 https://t.co/YQAW3QpBye,3680,17939,19-01-2019 09:00,Imran Khan
2/3 https://t.co/JtMYoJhcof,2435,10581,19-01-2019 09:00,Imran Khan
1/3 https://t.co/t0RNqRGuxx,2212,9358,19-01-2019 08:58,Imran Khan
The captivating grandeur of our land is why I would be happy just remaining confined here working for our people. (3/3) https://t.co/MBkkxHRZbn,3658,13374,19-01-2019 08:04,Imran Khan
Sadly this beauty is not appreciated by our ruling elite which is why ECL is such a calamity for them (2/3) https://t.co/tgtvIfMnlK,3444,12373,19-01-2019 08:03,Imran Khan
The majestic beauty and diversity of our land is unparalleled (1/3) https://t.co/5v9FzIwx4C,5391,20381,19-01-2019 08:01,Imran Khan
https://t.co/Kh8S5WtfBp,3160,13218,17-01-2019 06:26,Imran Khan
ECL,6126,29565,17-01-2019 06:25,Imran Khan
Can anyone explain this strange phenomenon to those of us who would be quite happy to remain in and work for Pakistan because we actually love Pakistan. https://t.co/9mYZG4qHhl,3550,14784,17-01-2019 06:01,Imran Khan
Why are some of our lawmakers so scared of the ECL? Why are they so keen to go abroad? There is so much work to be done by politicians in & for Pak -  the land they claim to love but some cannot wait to take frequent trips abroad & lawmakers have iqamas or residencies abroad.,5349,22635,17-01-2019 05:56,Imran Khan
2019      13 (20  )                                           https://t.co/cXysIvr28W,3130,14974,15-01-2019 13:11,Imran Khan
2018,4194,25986,15-01-2019 13:11,Imran Khan
"The target of @SKMCH for the year 2019 is Rs. 13 billion ($ 20 m), half of which will need to be met through your donations. I hope you will continue to support us in the mission to save the lives of poor cancer patients in Pakistan who can otherwise not afford treatment. https://t.co/Nu1j8S7UPB",2935,11147,15-01-2019 10:05,Imran Khan
Over the years my faith in the goodness of mankind has increased greatly. Shaukat Khanum Memorial Cancer Hospital @SKMCH is a living tribute to your kindness and generosity. I am personally grateful to all of you for helping us achieve the financial targets for the year 2018.,3599,17500,15-01-2019 10:05,Imran Khan
https://t.co/UDoxD4hT3p,3352,12540,15-01-2019 06:36,Imran Khan
,4720,23071,15-01-2019 05:55,Imran Khan
Does democracy mean immunity from corruption of democratically elected political leaders? It seems for them being elected is a license to plunder the country. https://t.co/POpMhLg7L1,2977,10283,15-01-2019 05:51,Imran Khan
"In a Parliament that costs taxpayers  billions yearly, yet another walkout in NA by the Opposition shows that this is the only function they intend to perform. These are pressure tactics to seek an NRO & evade accountability for corruption in NAB cases not initiated by PTI.",4549,19294,15-01-2019 04:23,Imran Khan
,3701,36435,08-01-2019 9:14,Imran Khan
Congratulations to Virat Kohli and the Indian cricket team for the first ever win by a subcontinent team in a test series in Australia,11612,83322,08-01-2019 6:04,Imran Khan
()           (        ). https://t.co/FIXDx692Z7,3661,24213,02-01-2019 13:42,Imran Khan
"Saddened to learn of the passing of my teacher. Apart from being our teacher, he instilled the love for trekking and our northern areas in me - before the KKH was built. (I was 12 years old in the school picture) https://t.co/cgH4glWIDR",5057,29593,02-01-2019 12:36,Imran Khan
2019,7259,41996,01-01-2019 6:47,Imran Khan
"Our New Year resolution is to wage jihad against the 4 ills of our country: poverty, illiteracy, injustice and corruption. InshaAllah 2019 is the beginning of Pakistan's golden era.",9463,44600,01-01-2019 4:31,Imran Khan
"Today, we crossed 100,000 mark of resolved complaints by Pakistan Citizen Portal App. This marks the highest & fastest grievance redressel in our history: that too within short span of 60 days only. I urge my fellow citizens to use @PakistanPMDU for effective complaints' response",5519,27447,31-12-2018 17:59,Imran Khan
https://t.co/glLj1p2NGA,2821,17071,30-12-2018 12:01,Imran Khan
These are special people whose existence has a purpose beyond the self    https://t.co/glLj1p2NGA,2875,14711,30-12-2018 11:03,Imran Khan
https://t.co/3HccYbqveS,6243,38154,27-12-2018 09:56,Imran Khan
This is Naya Pakistan. A picture is worth more than a 1000 words https://t.co/IodLZkonBc,8584,43964,27-12-2018 06:28,Imran Khan
https://t.co/ouqVZy9Eee,3721,15153,25-12-2018 11:13,Imran Khan
( ),6328,29694,25-12-2018 11:05,Imran Khan
"I am puzzled & perplexed by those who, despite having read the two reports, are still defending the plunderers. https://t.co/ExUNShuqdE",3584,12670,25-12-2018 10:35,Imran Khan
The Panama JIT report & the Fake Accounts JIT report are case studies in how states fail - getting impoverished & drowning in debt. The scale & methods used for siphoning off public money are incredulous & mind-boggling.,4199,15848,25-12-2018 10:33,Imran Khan
https://t.co/EiOiSExTAt,2799,11489,25-12-2018 08:52,Imran Khan
"""  """,4710,25410,25-12-2018 08:52,Imran Khan
"His struggle for a separate nation for Muslims only started when he realised that Muslims would not be treated as equal citizens by the Hindu majority. Naya Pak is Quaid's Pak & we will  ensure that our minorities are treated as equal citizens, unlike what is happening in India. https://t.co/xFPo8ahJnp",3961,14368,25-12-2018 08:19,Imran Khan
"Quaid envisaged Pakistan as a democratic, just and compassionate nation. Most importantly he wanted our minorities to be equal citizens. It should be remembered that his early political career was as an ambassador for Hindu Muslim unity.",4314,19099,25-12-2018 08:15,Imran Khan
,2667,18916,24-12-2018 18:30,Imran Khan
Wishing all our Christian citizens a happy and peaceful Christmas.,5158,31626,24-12-2018 18:20,Imran Khan
,6403,39665,21-12-2018 09:07,Imran Khan
I want to thank the UAE govt for supporting Pakistan so generously in our testing times. This reflects our commitment and friendship that has remained steadfast over the years.,6358,32318,21-12-2018 08:45,Imran Khan
Pakistan has helped in the dialogue between Taliban and the US in Abu Dhabi. Let us pray that this leads to peace and ends almost three decades of suffering of the brave Afghan people. Pakistan will be doing everything within its power to further the peace process.,6759,30482,18-12-2018 04:47,Imran Khan
Kashmiris must be allowed to decide their future. https://t.co/Y91PUVckh8,6281,21577,16-12-2018 13:18,Imran Khan
Strongly condemn killing of innocent Kashmiri civilians in Pulwama IOK by Indian security forces. Only dialogue & not violence & killings will resolve this conflict. We will raise issue of India's human rights violations in IOK & demand UNSC fulfil its J&K plebiscite commitment,8421,30127,16-12-2018 13:14,Imran Khan
:   https://t.co/YutDRlJDl8 https://t.co/5zwDjukivG https://t.co/1UB2lXQxjD,2642,9750,16-12-2018 12:03,Imran Khan
"/   28      ""  ""    47   1  72        59           29       57%",3138,15154,16-12-2018 12:03,Imran Khan
I want everyone to use this portal so our govt can improve its delivery to the ppl. download link https://t.co/YutDRlJDl8 https://t.co/5zwDjukivG,2677,9641,16-12-2018 11:20,Imran Khan
"Ppl shd use PM's complaint portal, launched 28 Oct, to get immediate response & effective resolution of their issues. 172000 complaints received in last 47 days of which 59000 resolved & others in process. Of these, 29000 ppl gave feedback with 57% expressing 100% satisfaction.",4250,17636,16-12-2018 11:17,Imran Khan
"Today as we remember & pray for the survivors & the victims' families, esp the parents, of the Peshawar APS terrorist attack, my govt commits itself to fully implementing NAP to rid Pak of all forms of terrorism, violence & hatred.",5803,24723,16-12-2018 09:34,Imran Khan
Naya Pakistan's vision is actually the vision of our great leader Quaid-e-Azam Mohammad Ali Jinnah - 2/2 https://t.co/pyyBWDAdLe,6727,19375,15-12-2018 06:16,Imran Khan
Naya Pakistan's vision is actually the vision of our great leader Quaid-e-Azam Mohammad Ali Jinnah - 1/2 https://t.co/hLNQZBDT4L,6543,21730,15-12-2018 06:11,Imran Khan
Want to thank our Social Media Team for managing my instagram account https://t.co/2cVy8qX8Z6 https://t.co/skKaicQVBt,2494,17439,15-12-2018 05:35,Imran Khan
,4378,28682,10-12-2018 7:31,Imran Khan
"As the nationwide campaign against polio begins across Pakistan, I call on the nation to step forward, take responsibility and make Pakistan #polio-free. #PakFightsPolio",4318,20895,10-12-2018 6:14,Imran Khan
https://t.co/eZVS41wiWN,5045,23903,08-12-2018 13:32,Imran Khan
MashaAllah https://t.co/IBANOUbkha,12098,47208,08-12-2018 13:27,Imran Khan
33   200                         14               !,6150,46299,07-12-2018 6:07,Imran Khan
Congratulations to Yasir Shah who broke an 82 year old record held by an  Australian & became the fastest bowler to reach the 200 test wickets' milestone in just 33 matches. Last week he had equalled my record of 14 wickets in a test match. Stellar performance.,6639,40592,07-12-2018 5:00,Imran Khan
"On International Day of Persons with Disabilities, I want to reiterate our govt's commitment to transforming the lives of those with disabilities by offering them equal opportunities in education & employment. Our Bill to empower & enable them to surmount all barriers is ready.",5997,32199,03-12-2018 5:31,Imran Khan
( )      . https://t.co/brL23YzE7q,2923,14709,01-12-2018 9:43,Imran Khan
"()                  """"   ()           "" ""        https://t.co/aiUr29iO0f",6041,25178,01-12-2018 9:41,Imran Khan
I want to congratulate the Power Minister & his Ministry. One of the reasons for expensive electricity and load shedding is power theft. https://t.co/cIoGshcANV,3894,17368,01-12-2018 7:02,Imran Khan
"For the colonised minds when desis talk about chickens combating poverty they get mocked, but when ""walaitis"" talk about desi chicken and poverty it's brilliance! https://t.co/bjvQQIVoRv",9855,33166,01-12-2018 6:53,Imran Khan
"From our beaches in the south to Fairy Meadows in the north, and the rich history of our Land, Pakistan has unlimited potential for developing eco-friendly tourism. This is a commitment we are determined to fulfill InshaAllah. https://t.co/FmLiI4WkHq",12725,52393,26-11-2018 16:12,Imran Khan
Tents being setup in Lahore today as temporary Panah Gahs (shelters) for the homeless sleeping on the footpaths of the provincial capital. https://t.co/psrsOnVfNG,12705,51046,24-11-2018 08:29,Imran Khan
"I have asked CM Punjab to set up tents for people sleeping on footpaths and provide them food until the Panah Gahs (shelters) are built, as the weather is turning increasingly cold. Peshawar and Karachi spots also being located.",9806,48216,24-11-2018 04:29,Imran Khan
https://t.co/pZniTHXQvv,3376,14285,23-11-2018 10:45,Imran Khan
/,3429,17422,23-11-2018 10:44,Imran Khan
The failed attack against the Chinese Consulate was clearly a reaction to the unprecedented trade agreements that resulted from our trip to China. The attack was intended to scare Chinese investors and undermine CPEC. These terrorists will not succeed.,4796,20188,23-11-2018 08:36,Imran Khan
"I am absolutely clear both these attacks are part of a planned campaign to create unrest in the country by those who do not want Pakistan to prosper. Let there be no doubt in anyone's mind that we will crush the terrorists, whatever it takes. https://t.co/AhPpjsUGEq",5171,17903,23-11-2018 08:32,Imran Khan
Strongly condemn the terrorist attacks against Chinese Consulate in Karachi & in Orakzai tribal area. My prayers go to the victims & their families. Salute the brave security/police personnel who gave their lives & denied success to terrorists in the mission ag Chinese Consulate.,3861,15320,23-11-2018 08:28,Imran Khan
https://t.co/2VXm5P0fvI,2669,14120,22-11-2018 16:38,Imran Khan
I especially want to thank the gracious Mrs Mahathir Mohamad for the wonderful lunch she arranged for us. https://t.co/HUKgllTRV3,4265,19564,22-11-2018 16:20,Imran Khan
I want to express my heartfelt thanks to Prime Minister Mahathir Mohamad for his warm hospitality & I want to thank his Ministers & the Malaysian business community for welcoming us in the spirit of friendship. This trip will strengthen ties between our two countries.,6535,34332,22-11-2018 16:18,Imran Khan
Trumps false assertions add insult to the injury Pak has suffered in US WoT in terms of lives lost & destabilised & economic costs. He needs to be informed abt historical facts. Pak has suffered enough fighting US's war. Now we will do what is best for our people & our interests,18080,58942,19-11-2018 16:28,Imran Khan
140000                    https://t.co/E3Rk9Z8EvK,6484,23668,19-11-2018 15:43,Imran Khan
20           3.                                         https://t.co/va8Se5VXDN,5899,21662,19-11-2018 15:42,Imran Khan
1.  11                       2.    75         123,8704,37535,19-11-2018 15:41,Imran Khan
"Instead of making Pakistan a scapegoat for their failures, the US should do a serious assessment of why, despite 140000 NATO troops plus 250,000 Afghan troops & reportedly $1 trillion spent on war in Afghanistan, the Taliban today are stronger than before.",21803,60820,19-11-2018 11:42,Imran Khan
3. Our tribal areas were devastated & millions of ppl uprooted from their homes. The war drastically impacted lives of ordinary Pakistanis. 4. Pak continues to provide free lines of ground & air communications(GLOCs/ALOCs).Can Mr Trump name another ally that gave such sacrifices?,14516,41148,19-11-2018 11:39,Imran Khan
"Record needs to be put straight on Mr Trump's tirade against Pakistan: 1. No Pakistani was involved in 9/11 but Pak decided to participate in US War on Terror. 2. Pakistan suffered 75,000 casualties in this war & over $123 bn was lost to economy. US ""aid"" was a miniscule $20 bn.",19459,52678,19-11-2018 11:37,Imran Khan
"""""",5953,32505,18-11-2018 12:19,Imran Khan
Prayers and condolences on the passing of Ameer Tableeghi Jamaat Haji Abdul Wahab. He made a major contribution in spreading the message of Islam and peace; and he leaves behind a vacuum which cannot be filled easily.,3520,17285,18-11-2018 11:49,Imran Khan
Doing a U-turn to reach one's objective is the hallmark of great leadership just as lying to save ill-gotten wealth is the hallmark of crooks.,6584,28663,18-11-2018 10:55,Imran Khan
,4206,26640,15-11-2018 10:36,Imran Khan
Have followed the shocking tragedy of the murder of SP Tahir Khan Dawar & ordered KP govt to coordinate with Islamabad police in holding an inquiry immediately. MOS Interior Shahryar Afridi has been tasked to oversee it with an urgency & present the report to me.,4604,23828,15-11-2018 06:15,Imran Khan
5                      .                          https://t.co/CUvsv7q43j,6825,33835,10-11-2018 12:54,Imran Khan
Today I laid the foundation for 1st of 5 shelters for the homeless in Lahore & one in Pindi to be followed by shelters in other cities. We are committed to building a social net for our poor citizens so everyone has a shelter over his/her head & access to health & education https://t.co/4QCXfEzgJK,10519,42809,10-11-2018 11:10,Imran Khan
Iqbal's philosophy challenges all of us to rise like the Shaheen to make the impossible possible. 2/2 #IqbalDay https://t.co/ofTJqNrOsS,3401,14360,09-11-2018 15:12,Imran Khan
My Iqbal Day message for all Pakistanis on #IqbalDay: on one aspect of Allama Iqbal's philosophy - the Shaheen. 1/2 https://t.co/XNdb6AIIZz,5958,27004,09-11-2018 15:05,Imran Khan
Wishing all our Hindu citizens a happy Diwali.,5867,42884,07-11-2018 4:02,Imran Khan
30  2011                                                         https://t.co/c61bLSxvsw,4204,22407,31-10-2018 05:45,Imran Khan
30 Oct 2011 was a defining moment. Pakistan changed & we saw the rise of a politically aware youth. Perhaps this was the only time a party broke through an entrenched two-party system & the status quo was defeated without bloodshed. https://t.co/c61bLSxvsw,4019,18385,31-10-2018 04:15,Imran Khan
"Our government is fully committed to ending polio in Pakistan. On #WorldPolioDay, I am confident, together with our people, we will achieve a safer, healthier and polio-free Pakistan for our children.",5469,28385,24-10-2018 01:58,Imran Khan
Strongly condemn the new cycle of killings of innocent Kashmiris in IOK by Indian security forces. It is time India realised it must move to resolve the Kashmir dispute through dialogue in accordance with the UN SC resolutions & the wishes of the Kashmiri people.,11455,41871,22-10-2018 04:48,Imran Khan
Saddened to learn of the tragic train accident in Amritsar India. Condolences go to the families of the deceased.,5850,34488,20-10-2018 06:27,Imran Khan
"Condemnable terrorist attack targeting Kandahar's governor, police chief & Intel chief. Our condolences & prayers go to President Ghani, the families of the victims & the ppl of Afghanistan. Peace & security of Pakistan is inextricably linked to peace & security in Afghanistan.",3838,18710,18-10-2018 16:40,Imran Khan
Form is temporary but class is permanent. https://t.co/RrYca0IvzR,6145,25256,15-10-2018 18:18,Imran Khan
#CleanGreenPakistan https://t.co/4m8nSULCeD,5698,27133,13-10-2018 14:22,Imran Khan
"""- ""    :                                       https://t.co/Hoh2LAMfKz",4018,18932,13-10-2018 14:21,Imran Khan
According to our Holy Prophet PBUH cleanliness is a religious duty for us. Let us transform our country into a #CleanGreenPakistan https://t.co/xlnJKiACMY,5508,22613,13-10-2018 13:43,Imran Khan
"Today I launched our #CleanGreenPakistan campaign - a 4-pronged strategy for next 5 yrs: clean our air, our rivers, our land & make Pak green through tree plantation drive. I want all our nation to be involved, esp youth & children to lead from the front & change ppl's mindsets https://t.co/DzsuQtnk8S",4334,17763,13-10-2018 13:40,Imran Khan
https://t.co/ZddG7QtTZv,2804,12643,12-10-2018 9:49,Imran Khan
https://t.co/HqM5bMZ7ML,2626,10431,12-10-2018 9:46,Imran Khan
20         30      40              https://t.co/Rwbc3TlOmS,2328,9058,12-10-2018 9:45,Imran Khan
Our govt is also going to ensure protection for the Overseas Pakistanis' properties and land especially from land mafias. https://t.co/lSVA1RC3Rx,2450,9250,12-10-2018 9:05,Imran Khan
We are also moving to remove hassles Overseas Pakistanis confront at immigration when they come to Pakistan. Our Missions abroad have also been directed to look after and deal effectively with the concerns of our Overseas Pakistanis. https://t.co/3wSCzpOcxK,2457,8842,12-10-2018 9:03,Imran Khan
InshaAllah by removing these hindrances we will be able to increase remittance flows from $20 bn to at least $30bn & perhaps even $40 bn through banking channels. https://t.co/rDv8XuXgyS,2766,10646,12-10-2018 9:00,Imran Khan
Had an extensive mtg this morning on Overseas Pakistanis. We are going to announce a special package of incentives to encourage them to send remittances through banking channels by removing all hindrances & procedural issues. Philippines did this successfully.,4471,20222,12-10-2018 8:58,Imran Khan
5   50                               60         40,6838,34913,11-10-2018 5:24,Imran Khan
"We have launched our most ambitious, landmark housing policy of building 5mn homes in 5 yrs. InshaAllah this will provide affordable houses for our less privileged strata of society, plus 6mn jobs, create demand in 40 industries directly involved in house building & attract FDI.",7205,33628,11-10-2018 4:54,Imran Khan
"Disappointed at the arrogant & negative response by India to my call for resumption of the peace dialogue. However, all my life I have come across small men occupying big offices who do not have the vision to see the larger picture.",30458,100096,22-09-2018 09:31,Imran Khan
76,5633,43279,18-09-2018 08:34,Imran Khan
I want to thank the people of Karachi for their generosity in supporting the Dam Fund. Rs 76 crores were raised at this Dam fundraiser.,5619,37743,18-09-2018 08:29,Imran Khan
https://t.co/IlsmJCVXtd,4019,25820,17-09-2018 17:04,Imran Khan
Finally the doors of the Lahore Governor House open to the people of Pakistan. Symbols of colonial rule come crashing down. Our nation will become invincible when our people own their govt. https://t.co/D5n9OseIjC,5428,28899,17-09-2018 15:57,Imran Khan
,8788,56699,11-09-2018 12:48,Imran Khan
Sad to learn of Begum Kulsoom Nawaz's death. She was a courageous woman of great dignity and confronted her disease with fortitude. My condolences and prayers go to the Sharif family.,6815,37958,11-09-2018 12:40,Imran Khan
185                5000       4        84                 https://t.co/J3Z94leHFL,3668,16380,10-09-2018 14:22,Imran Khan
145         80  3    20   9,4360,25171,10-09-2018 14:21,Imran Khan
Pakistan's total water outflow is 145 maf not 45 maf - a typographical error occurred. https://t.co/gvdyABHErj,2087,9539,10-09-2018 14:16,Imran Khan
Pakistan has only 185 dams - & only 2 large ones. In contrast India has 5000 dams and China has 84000 dams including 4000 large ones. We need to avert the looming water crisis confronting Pakistan. https://t.co/gvdyABHErj,3767,13478,10-09-2018 13:21,Imran Khan
"Met Chairman Wapda today & emphasised urgency of building the Diamer Bhasha & Mohmand Dams. I may supervise Dams project myself, given the urgency. 45 maf is total water outflow of Pak, of which 80% is in 3 mths & only 20% in rest of 9 mths.",4386,20940,10-09-2018 13:15,Imran Khan
/             5            90   300    https://t.co/NwCFIWajwV,3276,12493,10-09-2018 8:30,Imran Khan
90          34459    17035                 300,4147,19797,10-09-2018 8:26,Imran Khan
So a country that has to borrow money to pay interest on its loans (burdening our future generations) - & daily interest payment is Rs 5 b - is sitting on huge amounts of dead capital (just 90% of urban holdings is worth Rs 300b) in the form of this govt-owned land with buildings https://t.co/Mj3Nvnt7xE,3421,11512,10-09-2018 7:24,Imran Khan
"I have just got figures of 90% of state-owned land in KP, Punjab & federal areas & rest houses/official residences built on this land. The figures are startling: 34,459 kanals are rural & 17,035 kanals are urban.Just the urban land with buildings is worth over Rs.300 billion!",5655,24629,10-09-2018 7:14,Imran Khan
. https://t.co/O3izmtM4WT,5001,30341,04-09-2018 14:46,Imran Khan
When our world was younger! Congratulations to Dr Alvi on being elected President. https://t.co/C2HIueGRjc,10105,57622,04-09-2018 14:27,Imran Khan
",                   https://t.co/n0XaYU1Jg5",4013,20407,04-09-2018 12:44,Imran Khan
"What a pleasure to see the children of Mohmand carefree & full of joy as they take part in #Plant4Pakistan. We are committed to mainstreaming of what was FATA & now is part of KP, in terms of human development. https://t.co/BjhbytZTR2",7190,33647,04-09-2018 12:21,Imran Khan
https://t.co/Gac1gVz0JN,3676,16514,02-09-2018 13:20,Imran Khan
#Plant4Pakistan,8613,44527,02-09-2018 13:19,Imran Khan
Also met with ex-IG Nasir Durrani who had initiated the police reforms agenda in KP. He is heading the police reforms task force in Punjab & I told him his first priority must be to depoliticise the Punjab police force. https://t.co/Fs7lNrAOBC,4028,16037,02-09-2018 12:40,Imran Khan
"Had very constructive meetings with Punjab CM & cabinet; & the senior Punjab bureaucracy yesterday. Informed them all that priority must be given to achieving our 100-Days prog. We are determined to change governance in Pak, focusing on austerity, anti-corruption & meritocracy.",5675,28806,02-09-2018 12:37,Imran Khan
Today we launch our tree plantation drive #Plant4Pakistan across the entire country. I want everyone to join this #GreenPakistan drive so we can counter the twin threats of climate change and pollution confronting our future generations.,11944,48163,02-09-2018 10:22,Imran Khan
"On behalf of the people of Pakistan, we send our prayers and best wishes to those who have been devastated by the floods in Kerala, India. We stand ready to provide any humanitarian assistance that may be needed.",18247,98629,23-08-2018 14:35,Imran Khan
https://t.co/Qrensna0CJ,4335,22706,21-08-2018 09:38,Imran Khan
To move forward Pakistan and India must dialogue and resolve their conflicts incl Kashmir: The best way to alleviate poverty and uplift the people of the subcontinent is to resolve our differences through dialogue and start trading https://t.co/V2UkXp0WwS,7266,28448,21-08-2018 09:16,Imran Khan
I want to thank Sidhu for coming to Pakistan for my oath taking. He was an ambassador of peace & was given amazing love & affection by ppl of Pakistan. Those in India who targeted him are doing a gt disservice to peace in the subcontinent - without peace our ppl cannot progress,16401,80743,21-08-2018 09:11,Imran Khan
We will follow the set procedure which entails my nominating him on the PCB Board of Governors. He may then contest elections for the position of Chairman PCB. https://t.co/kYZOnnMUFg,3867,20272,20-08-2018 15:40,Imran Khan
I have appointed Ehsan Mani as Chairman PCB. He brings vast and valuable experience to the job. He represented PCB in the ICC; was Treasurer ICC for 3 yrs and then headed the ICC for another 3 yrs.,8867,49170,20-08-2018 15:14,Imran Khan
https://t.co/yAbHk7VtrV,3495,21965,18-08-2018 13:56,Imran Khan
",                                        https://t.co/yAbHk7VtrV",2398,12934,18-08-2018 13:56,Imran Khan
This is the first time Punjab will have a CM from such a neglected area who is acutely aware of what has to be done there. I fully back him all the way. https://t.co/gtdCy0Z58a,3309,15220,18-08-2018 13:16,Imran Khan
"Usman comes from one of the most backward areas of Punjab - the tribal area of DG Khan Division. It is an area that has no electricity, water or a doctor for over 200,000 ppl. He understands the problems of the ppl of neglected areas & will be able to ensure their uplift as CM. https://t.co/VFymrpsR2p",3312,14548,18-08-2018 13:14,Imran Khan
I want to make it clear I stand by our nominee Usman Buzdar for CM Punjab. I have done my due diligence over the past 2 weeks & have found him to be an honest man. He has integrity & stands by my vision & ideology of Naya Pakistan.,6309,35685,18-08-2018 13:13,Imran Khan
"On behalf of the people of Pakistan & myself, I want to let President Erdogan & the people of Turkey know we are praying for their success in dealing with the severe economic challenges confronting them, as they have always succeeded against adversities in their glorious history.",12344,55521,14-08-2018 07:40,Imran Khan
1932                              (       )     https://t.co/wPH61A4Yyb,4715,21865,13-08-2018 20:03,Imran Khan
14  2018:                                                          https://t.co/Xm1adoeoqY,5642,28380,13-08-2018 20:00,Imran Khan
"In this historic picture of Quaid-i-Azam & Iqbal, at the Round Table Conference in London 1932, my khalu Dr Jehangir Khan and my mothers chacha Zaman Khan ( Zaman Park named after him ) were also present. https://t.co/Of5lbbvsM3",5066,19203,13-08-2018 19:20,Imran Khan
"14 Aug 2018: On this Independence Day I am filled with the greatest optimism. Despite our grave economic crises, due to corruption & cronyism, I know if we are united in our resolve, we will rise to the challenge & Pak will become the great nation envisaged by our Quaid & Iqbal https://t.co/T4EM7kToDE",7747,28779,13-08-2018 19:12,Imran Khan
"14             "" """,10820,54075,10-08-2018 14:56,Imran Khan
"Good news for our national asset, the Overseas Pakistanis - PTI's struggle for their voting rights' implementation has been won as SC has decided this must be done and directed ECP to ensure the same through electronic means.",5943,24371,10-08-2018 14:39,Imran Khan
"I want all Pakistanis to celebrate 14th August, our Independence Day, with full fervour - especially as we are now moving towards Naya Pakistan & reclaiming Jinnah's vision InshaAllah.",10503,42925,10-08-2018 14:30,Imran Khan
Saddened to learn of the death of our newly-elected MPA from Rajanpur Tariq Dreeshak. My condolences and prayers go to the family.,3466,21990,05-08-2018 16:40,Imran Khan
.,5183,31934,04-08-2018 13:31,Imran Khan
"On #PoliceMartyrsDay we salute our police martyrs who laid down their lives in defence of the nation & its citizens. We are committed to strengthening the police force across all provinces, as we did in KP, by making it a merit-based, professional force free from pol interference",4503,23432,04-08-2018 13:13,Imran Khan
(  )          https://t.co/PMXQ9obgZ9,4555,21061,03-08-2018 16:07,Imran Khan
"Shocking & condemnable torching of schools in GB, more than half of them girls' schools.This is unacceptable & we will ensure security for schools as we are committed to focusing on education, esp girls' education which is integral to Naya Pakistan. https://t.co/lSlQDjSkeS",6357,24826,03-08-2018 15:28,Imran Khan
Condemnable terrorist attack in Quetta by enemies of Pak seeking to disrupt our democratic process. Saddened by the loss of innocent lives. Pakistanis must defeat the terrorists' design by coming out in strength to cast their vote.,4836,24222,25-07-2018 07:03,Imran Khan
All PTI workers and esp our polling agents should sleep early and be fresh and vigilant all day tomorrow to make history.,6010,26860,24-07-2018 09:46,Imran Khan
People of Pakistan must come out and vote tomorrow in this historic election. This is the first time in 4 decades the nation has a chance to defeat the entrenched status quo. Dont miss this opportunity.,6775,24310,24-07-2018 09:38,Imran Khan
https://t.co/JMEjq7wDHQ,6975,25644,23-07-2018 20:02,Imran Khan
(    )          60                        https://t.co/zrHtxf6qjf,3516,16262,23-07-2018 19:56,Imran Khan
This has been the culmination of 22 years of struggle. I can honestly say I have given my best for Pakistan. Now I leave the rest to Allah. https://t.co/DHO8zDHuN6,6278,19208,23-07-2018 19:44,Imran Khan
By Monday night I had done 60 different jalsas in the most difficult times under serious terrorist threats - esp in Bannu and Karak - and in the hottest weather. I want to thank the hundreds of thousands of people who came to these jalsas. https://t.co/f9eu1AIhBh,4407,15797,23-07-2018 19:43,Imran Khan
https://t.co/LtdifOg3rn,3216,19376,23-07-2018 11:12,Imran Khan
I want to thank the people of Karachi for coming out in such large numbers to show support for Naya Pakistan. https://t.co/Gp9ih2OxIH,3265,17140,23-07-2018 10:14,Imran Khan
https://t.co/UlDOFpPXIj,4191,20876,22-07-2018 19:33,Imran Khan
Absolutely amazing crowd in Karachi on Sunday. Karachi hasn't seen such a large jalsa in six years. https://t.co/Pc9tu0s7jg,3948,18489,22-07-2018 19:19,Imran Khan
,3500,18428,22-07-2018 12:44,Imran Khan
Saddened to learn that Ikram Gandapur succumbed to his injuries. My prayers go to his family. May Allah give them the strength to bear this loss.,2485,12044,22-07-2018 12:25,Imran Khan
Strongly condemn the cowardly terrorist attack against Ikram Khan Gandapur and his convoy today. May Allah grant Ikram and the other injured a speedy recovery.,2322,10703,22-07-2018 06:44,Imran Khan
https://t.co/92sDZBHxmb,1490,6615,21-07-2018 15:04,Imran Khan
https://t.co/SJDI8eeihV,1136,4883,21-07-2018 14:46,Imran Khan
25               https://t.co/3rqqxmUDug,1620,6753,21-07-2018 14:43,Imran Khan
Karak earlier today and an amazingly responsive crowd. #AwaamKaFaislaPTI https://t.co/ngIdtaDVcp,2089,8066,21-07-2018 14:38,Imran Khan
The charged crowd at Bannu today. #AwaamKaFaislaPTI https://t.co/VYFnxTi87I,2405,8778,21-07-2018 14:36,Imran Khan
Bannu earlier today - and again an amazing crowd full of junoon for justice and Naya Pakistan. The wave grows bigger as we get closer to 25 July. https://t.co/Q8hU0PE1pK,1944,7876,21-07-2018 14:20,Imran Khan
